latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.621,-91.326,337.1,1.1,1,2019-10-06,1700,T,88,6.0NRT,299.9,34.7,D
30.619,-91.315,316.3,1.1,1,2019-10-06,1700,T,35,6.0NRT,298.3,8.3,D
30.753,-92.717,312.1,1,1,2019-10-06,1700,T,54,6.0NRT,295.7,6.4,D
30.751,-92.707,323.5,1,1,2019-10-06,1700,T,77,6.0NRT,298.2,16.3,D
30.589,-91.827,316.9,1,1,2019-10-06,1700,T,67,6.0NRT,302,9.9,D
30.424,-93.113,312.2,1,1,2019-10-06,1700,T,55,6.0NRT,297.8,5.5,D
30.008,-92.13,321.7,1,1,2019-10-06,1700,T,75,6.0NRT,299.6,12.8,D
29.573,-94.914,314.4,1.1,1,2019-10-06,1700,T,61,6.0NRT,303.1,9,D
27.701,-98.005,319.6,1.4,1.2,2019-10-06,1700,T,42,6.0NRT,301.5,11.9,D
27.695,-98.012,321.8,1.4,1.2,2019-10-06,1700,T,60,6.0NRT,301.5,14.9,D
22.266,-97.808,320.5,1.2,1.1,2019-10-06,1700,T,47,6.0NRT,301.8,8.3,D
21.115,-98.126,321.8,1.2,1.1,2019-10-06,1700,T,65,6.0NRT,301.2,7.5,D
21.027,-98.076,326.3,1.2,1.1,2019-10-06,1700,T,78,6.0NRT,301.2,15,D
21.025,-98.065,320.9,1.2,1.1,2019-10-06,1700,T,36,6.0NRT,301.3,6.7,D
20.859,-97.5,330.9,1.1,1,2019-10-06,1700,T,82,6.0NRT,301,21.9,D
20.816,-97.653,319.3,1.1,1.1,2019-10-06,1700,T,64,6.0NRT,300.5,6.3,D
20.518,-97.48,347.7,1.1,1,2019-10-06,1700,T,94,6.0NRT,299.3,51.9,D
20.516,-97.47,331.6,1.1,1,2019-10-06,1700,T,83,6.0NRT,299.5,21.3,D
19.428,-92.073,314.5,1.3,1.2,2019-10-06,1700,T,53,6.0NRT,289.6,13.5,D
18.123,-94.407,306.5,1.1,1,2019-10-06,1700,T,0,6.0NRT,279.6,6.8,D
18.541,-101.307,317.7,1.7,1.3,2019-10-06,1705,T,42,6.0NRT,296.8,17.7,D
17.751,-96.209,312.3,1,1,2019-10-06,1705,T,36,6.0NRT,295.2,5.2,D
15.14,-92.459,314,1.5,1.2,2019-10-06,1705,T,66,6.0NRT,294.8,10.7,D
13.924,-89.846,307.8,2.5,1.5,2019-10-06,1705,T,46,6.0NRT,289.9,17.8,D
10.048,-64.879,313.7,4.5,1.9,2019-10-06,1830,A,19,6.0NRT,291.3,51.2,D
11.73,-70.191,325.9,1.8,1.3,2019-10-06,1830,A,0,6.0NRT,303.6,21,D
13.738,-85.861,315.5,3.9,1.8,2019-10-06,1830,A,54,6.0NRT,284.4,77.3,D
32.914,-116.571,324.3,1,1,2019-10-06,1835,T,62,6.0NRT,304.9,14.9,D
32.554,-116.453,327.9,1,1,2019-10-06,1835,T,71,6.0NRT,312,12.8,D
32.459,-116.8,326.8,1,1,2019-10-06,1835,T,55,6.0NRT,311.9,11,D
32.45,-116.802,332,1,1,2019-10-06,1835,T,70,6.0NRT,311.6,18.3,D
26.452,-80.517,315.1,1.1,1,2019-10-06,1835,A,60,6.0NRT,297.5,8.1,D
26.471,-80.758,328.2,1.1,1,2019-10-06,1835,A,81,6.0NRT,302.3,19.7,D
26.504,-80.77,328.5,1.1,1,2019-10-06,1835,A,81,6.0NRT,303.7,21,D
26.523,-80.709,316.1,1.1,1,2019-10-06,1835,A,49,6.0NRT,298.3,7.8,D
26.524,-80.829,322,1.1,1,2019-10-06,1835,A,72,6.0NRT,302.1,12.3,D
30.1,-91.096,317.2,3.9,1.8,2019-10-06,1835,A,74,6.0NRT,293.1,68.3,D
32.335,-83.556,319.4,1.2,1.1,2019-10-06,1835,A,71,6.0NRT,297.6,15.2,D
30.761,-92.693,306,4.8,2,2019-10-06,1835,A,47,6.0NRT,288.2,41.8,D
30.76,-92.697,306.7,4.8,2,2019-10-06,1835,A,46,6.0NRT,288.2,43.5,D
31.546,-91.534,312.8,3.9,1.8,2019-10-06,1835,A,27,6.0NRT,295.4,42.8,D
32.067,-91.493,313.6,3.7,1.8,2019-10-06,1835,A,40,6.0NRT,293.1,42.8,D
18.893,-102.112,321.6,1,1,2019-10-06,2010,A,70,6.0NRT,299.9,8.3,D
20.719,-103.487,317.4,1,1,2019-10-06,2010,A,56,6.0NRT,298.7,9.1,D
21.566,-98.853,318.7,1.3,1.1,2019-10-06,2010,A,47,6.0NRT,300.5,11.5,D
26.878,-101.414,331.4,1.1,1.1,2019-10-06,2010,A,76,6.0NRT,311.5,16.3,D
26.883,-101.449,330.1,1.1,1.1,2019-10-06,2010,A,74,6.0NRT,312.4,11.6,D
26.475,-109.197,321.6,1.7,1.3,2019-10-06,2010,A,73,6.0NRT,300.4,16.6,D
33.418,-110.863,321.4,1.6,1.2,2019-10-06,2015,A,62,6.0NRT,310.1,14.2,D
9.274,-64.045,300,2.1,1.4,2019-10-07,0215,T,3,6.0NRT,281.1,12.8,N
9.63,-63.702,309.8,1.9,1.4,2019-10-07,0215,T,78,6.0NRT,271.9,28,N
31.152,-87.99,303.3,1,1,2019-10-07,0400,T,54,6.0NRT,291.8,4.6,N
33.236,-87.508,303.3,1,1,2019-10-07,0400,T,33,6.0NRT,291,5.2,N
26.474,-80.751,302.1,1.8,1.3,2019-10-07,0355,T,47,6.0NRT,282.2,12.9,N
31.884,-112.864,310.1,1,1,2019-10-07,0540,T,79,6.0NRT,292.8,9.6,N
33.42,-110.858,303.5,1.1,1,2019-10-07,0540,T,55,6.0NRT,288.4,8,N
33.419,-110.87,308.7,1.1,1,2019-10-07,0540,T,75,6.0NRT,289,11.6,N
18.936,-70.356,306,1.4,1.2,2019-10-07,0640,A,66,6.0NRT,291.2,9.9,N
18.934,-70.344,309,1.4,1.2,2019-10-07,0640,A,76,6.0NRT,291.4,13.2,N
18.928,-70.35,318.2,1.4,1.2,2019-10-07,0640,A,96,6.0NRT,291.5,24.4,N
11.741,-70.188,311.3,1.9,1.4,2019-10-07,0645,A,81,6.0NRT,295.2,21.4,N
31.361,-93.266,303.4,1.2,1.1,2019-10-07,0815,A,55,6.0NRT,291.6,6.1,N
26.894,-101.446,303.2,1.4,1.2,2019-10-07,0820,A,23,6.0NRT,287.3,8.5,N
20.515,-97.483,312.3,1,1,2019-10-07,0820,A,84,6.0NRT,292.9,10.2,N
20.514,-97.474,334.2,1,1,2019-10-07,0820,A,100,6.0NRT,293.9,34.9,N
17.9,-93.173,319.7,2,1.4,2019-10-07,0820,A,99,6.0NRT,283.1,48.9,N
17.853,-93.125,309.9,2,1.4,2019-10-07,0820,A,69,6.0NRT,282.4,24.8,N
17.85,-93.106,319.7,2,1.4,2019-10-07,0820,A,99,6.0NRT,284.2,47.5,N
17.837,-93.108,307.2,2,1.4,2019-10-07,0820,A,52,6.0NRT,284.4,19.8,N
10.056,-64.876,322.7,1.9,1.3,2019-10-07,1430,T,39,6.0NRT,298,26.1,D
8.241,-65.386,317.3,2,1.4,2019-10-07,1430,T,66,6.0NRT,294.4,21.5,D
28.324,-81.718,306.9,1.1,1,2019-10-07,1605,T,21,6.0NRT,286.1,5.1,D
26.857,-80.547,305.2,1,1,2019-10-07,1605,T,25,6.0NRT,277.6,5.3,D
15.925,-85.092,316.9,1.2,1.1,2019-10-07,1610,T,57,6.0NRT,296.8,6.4,D
15.924,-85.082,321.6,1.2,1.1,2019-10-07,1610,T,74,6.0NRT,298.4,11.6,D
7.051,-62.501,330.2,1.1,1,2019-10-07,1730,A,83,6.0NRT,294.5,26.9,D
7.343,-61.831,317,1,1,2019-10-07,1730,A,44,6.0NRT,300.4,6.3,D
7.557,-62.38,323.9,1.1,1,2019-10-07,1730,A,74,6.0NRT,301.6,12.2,D
8.028,-61.675,320.3,1,1,2019-10-07,1730,A,74,6.0NRT,297.7,13.1,D
7.507,-65.31,320,1.6,1.2,2019-10-07,1730,A,52,6.0NRT,297.9,17.2,D
7.505,-65.324,318.7,1.6,1.2,2019-10-07,1730,A,37,6.0NRT,298.5,14.5,D
7.941,-65.41,318.8,1.6,1.2,2019-10-07,1730,A,47,6.0NRT,298.3,16.1,D
7.938,-65.424,322.4,1.6,1.2,2019-10-07,1730,A,65,6.0NRT,299.1,22.3,D
8.012,-65.165,339,1.5,1.2,2019-10-07,1730,A,88,6.0NRT,300.5,55.7,D
8.01,-65.178,350.5,1.5,1.2,2019-10-07,1730,A,95,6.0NRT,301.7,96.1,D
8.536,-61.667,314.1,1,1,2019-10-07,1730,A,57,6.0NRT,297.9,6.4,D
8.014,-65.17,357.8,1.5,1.2,2019-10-07,1730,A,99,6.0NRT,302,126.8,D
8.011,-65.184,338.6,1.5,1.2,2019-10-07,1730,A,88,6.0NRT,301.3,53.8,D
8.024,-65.172,320.5,1.5,1.2,2019-10-07,1730,A,70,6.0NRT,299.3,12.4,D
8.022,-65.185,323.2,1.5,1.2,2019-10-07,1730,A,74,6.0NRT,300,17.2,D
8.354,-65.711,314.6,1.6,1.3,2019-10-07,1730,A,54,6.0NRT,294.2,12.8,D
8.844,-64.713,313.9,1.4,1.2,2019-10-07,1730,A,51,6.0NRT,296.7,8.9,D
8.91,-67.429,314.7,2.2,1.4,2019-10-07,1730,A,43,6.0NRT,295.4,22.8,D
9.562,-63.638,319.2,1.2,1.1,2019-10-07,1730,A,53,6.0NRT,301,9.5,D
9.637,-63.561,369.7,1.1,1.1,2019-10-07,1730,A,100,6.0NRT,299.6,130.9,D
9.635,-63.572,335.4,1.2,1.1,2019-10-07,1730,A,87,6.0NRT,297.6,35,D
9.651,-63.532,336.2,1.1,1.1,2019-10-07,1730,A,87,6.0NRT,300.8,35.1,D
9.65,-63.542,326.3,1.1,1.1,2019-10-07,1730,A,79,6.0NRT,301,18.8,D
9.645,-63.573,321.4,1.2,1.1,2019-10-07,1730,A,63,6.0NRT,292.8,14,D
9.451,-64.828,315.2,1.4,1.2,2019-10-07,1730,A,65,6.0NRT,297.8,12,D
9.68,-63.473,337.7,1.1,1.1,2019-10-07,1730,A,88,6.0NRT,299.5,37.6,D
9.678,-63.483,326.9,1.1,1.1,2019-10-07,1730,A,80,6.0NRT,298.9,20,D
9.7,-63.529,314.7,1.1,1.1,2019-10-07,1730,A,37,6.0NRT,296.9,5.3,D
9.727,-63.481,325.6,1.1,1.1,2019-10-07,1730,A,70,6.0NRT,298.7,20,D
9.736,-63.482,324.2,1.1,1.1,2019-10-07,1730,A,64,6.0NRT,298.1,17.4,D
9.316,-66.46,314.7,1.8,1.3,2019-10-07,1730,A,61,6.0NRT,296.8,16.3,D
9.03,-69.755,312.4,3.3,1.7,2019-10-07,1730,A,44,6.0NRT,291.3,33.8,D
10.539,-63.27,315.6,1.1,1,2019-10-07,1735,A,64,6.0NRT,297.1,10.2,D
10.552,-63.312,313.9,1.1,1,2019-10-07,1735,A,60,6.0NRT,295.9,7.8,D
10.583,-63.297,313.7,1.1,1,2019-10-07,1735,A,59,6.0NRT,298.4,7.3,D
10.043,-66.826,311.7,1.9,1.3,2019-10-07,1735,A,63,6.0NRT,288.9,16.5,D
10.303,-66.555,310.3,1.8,1.3,2019-10-07,1735,A,59,6.0NRT,294.9,12.1,D
10.227,-67.325,316.9,2,1.4,2019-10-07,1735,A,21,6.0NRT,298.9,22.6,D
10.466,-66.613,318.6,1.8,1.3,2019-10-07,1735,A,21,6.0NRT,299.7,20.8,D
10.513,-66.956,308.9,1.9,1.3,2019-10-07,1735,A,0,6.0NRT,290.3,12.2,D
10.695,-68.318,314.7,2.4,1.5,2019-10-07,1735,A,49,6.0NRT,295.2,19.8,D
11.74,-70.184,320.5,3.2,1.7,2019-10-07,1735,A,55,6.0NRT,296,41.5,D
18.923,-70.366,315,2.3,1.5,2019-10-07,1735,A,61,6.0NRT,294.9,21.9,D
18.397,-73.14,308,3.9,1.8,2019-10-07,1735,A,50,6.0NRT,285.9,41.7,D
18.387,-73.143,307.6,3.9,1.8,2019-10-07,1735,A,44,6.0NRT,285.7,38.1,D
33.397,-105.799,313.9,1.1,1.1,2019-10-07,1740,T,63,6.0NRT,289.9,14.6,D
31.063,-98.675,313.6,1.5,1.2,2019-10-07,1740,T,65,6.0NRT,294.9,16,D
29.176,-95.244,310.7,2.9,1.6,2019-10-07,1740,T,17,6.0NRT,291.3,27.9,D
29.259,-98.125,318,1.8,1.3,2019-10-07,1740,T,59,6.0NRT,298.4,15.3,D
29.256,-98.107,317.3,1.8,1.3,2019-10-07,1740,T,64,6.0NRT,297.6,12.5,D
28.835,-96.8,332,2.3,1.5,2019-10-07,1740,T,84,6.0NRT,295.6,75.7,D
28.722,-97.567,320.7,2,1.4,2019-10-07,1745,T,71,6.0NRT,298.9,27.5,D
26.521,-100.048,317.8,1.5,1.2,2019-10-07,1745,T,35,6.0NRT,299.4,14.1,D
26.52,-100.055,316.4,1.5,1.2,2019-10-07,1745,T,35,6.0NRT,298.5,12.7,D
26.123,-111.261,312.4,1.9,1.4,2019-10-07,1745,T,49,6.0NRT,300.7,18,D
25.363,-108.732,313.6,1.3,1.1,2019-10-07,1745,T,56,6.0NRT,300.9,9.9,D
25.362,-108.719,314.7,1.3,1.1,2019-10-07,1745,T,57,6.0NRT,301.4,11.1,D
25.36,-108.706,314.4,1.3,1.1,2019-10-07,1745,T,55,6.0NRT,301.3,10.7,D
23.778,-105.365,309.5,1,1,2019-10-07,1745,T,44,6.0NRT,294.8,5.5,D
23.777,-105.355,308,1,1,2019-10-07,1745,T,20,6.0NRT,294.8,4.4,D
20.727,-103.489,317,1.2,1.1,2019-10-07,1745,T,62,6.0NRT,298.6,10.6,D
20.287,-102.327,308.2,1.4,1.2,2019-10-07,1745,T,23,6.0NRT,295,4.5,D
19.806,-102.697,310.2,1.4,1.2,2019-10-07,1745,T,65,6.0NRT,297.4,8.7,D
19.646,-102.043,305.6,1.5,1.2,2019-10-07,1745,T,30,6.0NRT,295.3,8,D
19.329,-102.61,313.8,1.4,1.2,2019-10-07,1745,T,58,6.0NRT,296.8,8.7,D
18.648,-101.809,318.9,1.6,1.3,2019-10-07,1745,T,40,6.0NRT,300.9,17.8,D
18.488,-101.354,318.3,1.8,1.3,2019-10-07,1745,T,70,6.0NRT,298.1,20.3,D
9.905,-83.681,317.4,1.1,1.1,2019-10-07,1910,A,61,6.0NRT,297.5,10.1,D
11.979,-86.171,320.2,1,1,2019-10-07,1910,A,76,6.0NRT,300.9,11.2,D
13.459,-89.016,313.7,1.1,1.1,2019-10-07,1910,A,60,6.0NRT,294.6,6.1,D
13.643,-88.791,313,1.1,1,2019-10-07,1910,A,61,6.0NRT,293.1,7.3,D
15.012,-89.583,317.4,1.2,1.1,2019-10-07,1915,A,44,6.0NRT,297.9,9.7,D
15.918,-85.093,315.7,1.1,1.1,2019-10-07,1915,A,45,6.0NRT,281.5,9.4,D
15.924,-85.09,317.9,1.1,1.1,2019-10-07,1915,A,64,6.0NRT,281.9,12.5,D
28.874,-95.427,315.5,1.6,1.2,2019-10-07,1915,A,0,6.0NRT,293.3,19.9,D
29.705,-90.535,331.8,1,1,2019-10-07,1915,A,85,6.0NRT,294.5,26,D
29.703,-90.545,325.9,1,1,2019-10-07,1915,A,81,6.0NRT,296.1,18.6,D
29.821,-90.883,333.7,1,1,2019-10-07,1915,A,86,6.0NRT,299.5,26.7,D
29.819,-90.894,361.1,1,1,2019-10-07,1915,A,100,6.0NRT,297.8,82.5,D
29.87,-91.614,335,1,1,2019-10-07,1915,A,76,6.0NRT,294.7,30.2,D
30.525,-86.779,337.2,1.4,1.2,2019-10-07,1915,A,88,6.0NRT,300.6,44.9,D
30.523,-86.793,355.8,1.3,1.2,2019-10-07,1915,A,98,6.0NRT,299,101.5,D
30.535,-86.78,324.8,1.4,1.2,2019-10-07,1915,A,78,6.0NRT,300.1,21.1,D
30.084,-90.596,313.7,1,1,2019-10-07,1915,A,67,6.0NRT,297.6,7,D
29.826,-94.722,311.6,1.4,1.2,2019-10-07,1915,A,31,6.0NRT,292.8,9,D
29.939,-95.823,313.9,1.6,1.2,2019-10-07,1915,A,58,6.0NRT,296.2,9.7,D
31.144,-87.991,317.7,1.2,1.1,2019-10-07,1915,A,53,6.0NRT,300.4,11.4,D
31.148,-87.986,317,1.2,1.1,2019-10-07,1915,A,47,6.0NRT,300.2,11.6,D
32.629,-96.684,316.3,1.6,1.2,2019-10-07,1920,A,58,6.0NRT,300.9,13.9,D
27.131,-109.736,327.4,1.6,1.2,2019-10-07,2055,A,75,6.0NRT,307.6,16.7,D
27.131,-109.742,326.2,1.6,1.2,2019-10-07,2055,A,66,6.0NRT,307.8,13.6,D
31.716,-116.339,326.5,1,1,2019-10-07,2055,A,54,6.0NRT,312.2,11.4,D
32.261,-114.945,333.2,1,1,2019-10-07,2055,A,73,6.0NRT,319.6,17,D
11.74,-70.191,310,1,1,2019-10-08,0300,T,69,6.0NRT,292.7,7.4,N
11.739,-70.2,358.2,1,1,2019-10-08,0300,T,100,6.0NRT,295,81.3,N
18.926,-70.351,325.7,1,1,2019-10-08,0300,T,100,6.0NRT,294.2,22.8,N
18.925,-70.36,315.2,1,1,2019-10-08,0300,T,91,6.0NRT,293.6,12.4,N
8.558,-64.132,304.7,1.6,1.2,2019-10-08,0255,T,61,6.0NRT,287.3,9.6,N
8.559,-64.139,305.1,1.6,1.2,2019-10-08,0255,T,63,6.0NRT,287.3,10.7,N
9.269,-64.042,301.4,1.6,1.3,2019-10-08,0255,T,41,6.0NRT,287.2,5.7,N
9.235,-64.302,348.8,1.6,1.2,2019-10-08,0255,T,100,6.0NRT,289.8,112.7,N
9.233,-64.316,310,1.6,1.2,2019-10-08,0255,T,79,6.0NRT,289.4,15,N
9.377,-64.531,303.2,1.5,1.2,2019-10-08,0255,T,27,6.0NRT,288.5,8.7,N
9.386,-64.546,312.2,1.5,1.2,2019-10-08,0255,T,84,6.0NRT,289,18.8,N
9.562,-63.629,302,1.8,1.3,2019-10-08,0255,T,46,6.0NRT,290.4,7.8,N
9.643,-63.558,355.4,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,292.4,171.3,N
9.641,-63.574,336,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,290.8,81.8,N
9.626,-63.687,328.8,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291,58.6,N
9.624,-63.703,323.9,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,289.8,46.1,N
9.64,-63.546,307.3,1.8,1.3,2019-10-08,0255,T,63,6.0NRT,291.2,13.1,N
9.638,-63.563,334.6,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291.7,78.5,N
9.621,-63.692,322.6,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,290.9,43.5,N
9.654,-63.532,320.5,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291.8,39.3,N
9.652,-63.548,308.6,1.8,1.3,2019-10-08,0255,T,75,6.0NRT,291.4,15.4,N
9.649,-63.564,356.5,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,292.5,178.6,N
9.647,-63.581,312.2,1.8,1.3,2019-10-08,0255,T,78,6.0NRT,290.6,20.4,N
9.633,-63.694,319,1.8,1.3,2019-10-08,0255,T,98,6.0NRT,289.3,35.7,N
9.674,-63.467,304.1,1.8,1.3,2019-10-08,0255,T,16,6.0NRT,291.2,9.2,N
9.655,-63.615,325.9,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291.7,52.2,N
9.653,-63.631,347.9,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291.7,132,N
9.686,-63.469,307.9,1.8,1.3,2019-10-08,0255,T,73,6.0NRT,291.3,15.4,N
9.683,-63.486,306.6,1.8,1.3,2019-10-08,0255,T,69,6.0NRT,291.5,13,N
9.733,-63.475,331,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,292.2,69.9,N
9.741,-63.466,314,1.8,1.3,2019-10-08,0255,T,88,6.0NRT,291.4,25.9,N
9.739,-63.482,320.2,1.8,1.3,2019-10-08,0255,T,100,6.0NRT,291.6,39.6,N
32.15,-101.934,301.8,1.2,1.1,2019-10-08,0445,T,44,6.0NRT,285.9,9.2,N
18.223,-93.896,304.6,1.1,1,2019-10-08,0440,T,61,6.0NRT,288.7,5.2,N
11.744,-70.173,315.6,3,1.6,2019-10-08,0550,A,88,6.0NRT,291.6,58.9,N
11.746,-70.206,321.9,3,1.6,2019-10-08,0550,A,100,6.0NRT,288.9,93.7,N
11.743,-70.179,321.4,3,1.6,2019-10-08,0550,A,100,6.0NRT,291.3,85,N
9.86,-63.335,300.2,1,1,2019-10-08,0550,A,20,6.0NRT,289.9,3.8,N
10.062,-64.866,316.2,1.2,1.1,2019-10-08,0550,A,93,6.0NRT,288,15.9,N
9.778,-63.269,303.1,1,1,2019-10-08,0550,A,53,6.0NRT,291,4.3,N
9.776,-63.26,301.7,1,1,2019-10-08,0550,A,43,6.0NRT,291.2,3.4,N
9.743,-63.478,308.4,1,1,2019-10-08,0550,A,58,6.0NRT,290,7.1,N
9.741,-63.469,328.8,1,1,2019-10-08,0550,A,100,6.0NRT,292,26.8,N
9.732,-63.47,306.3,1,1,2019-10-08,0550,A,55,6.0NRT,291.1,5.8,N
9.731,-63.461,305.1,1,1,2019-10-08,0550,A,33,6.0NRT,291,4.9,N
9.704,-63.531,301,1,1,2019-10-08,0550,A,36,6.0NRT,288.2,3.5,N
9.679,-63.475,309.7,1,1,2019-10-08,0550,A,78,6.0NRT,288.7,8.9,N
9.677,-63.465,302.1,1,1,2019-10-08,0550,A,44,6.0NRT,288.8,4,N
9.66,-63.534,317.9,1,1,2019-10-08,0550,A,96,6.0NRT,289.2,15.6,N
9.658,-63.525,313.1,1,1,2019-10-08,0550,A,86,6.0NRT,289.1,11.4,N
9.662,-63.619,303.9,1,1,2019-10-08,0550,A,42,6.0NRT,286.9,5.7,N
9.654,-63.563,327.8,1,1,2019-10-08,0550,A,100,6.0NRT,288.7,25.6,N
9.653,-63.554,312.7,1,1,2019-10-08,0550,A,86,6.0NRT,288.1,9.8,N
9.655,-63.63,312.7,1,1,2019-10-08,0550,A,68,6.0NRT,284.6,12.3,N
9.653,-63.62,328.1,1,1,2019-10-08,0550,A,100,6.0NRT,285.4,27.9,N
9.647,-63.574,308.2,1,1,2019-10-08,0550,A,71,6.0NRT,286.2,7.4,N
9.645,-63.565,365,1,1,2019-10-08,0550,A,100,6.0NRT,288.9,103.7,N
9.644,-63.555,368.1,1,1,2019-10-08,0550,A,100,6.0NRT,289.9,113,N
9.643,-63.546,312.1,1,1,2019-10-08,0550,A,84,6.0NRT,287.7,9.7,N
9.627,-63.697,301.3,1,1,2019-10-08,0550,A,40,6.0NRT,284.2,3.9,N
9.626,-63.687,306.5,1,1,2019-10-08,0550,A,68,6.0NRT,287.4,7.2,N
9.562,-63.63,305.4,1,1,2019-10-08,0550,A,64,6.0NRT,288.4,6,N
9.388,-64.547,310.6,1.1,1.1,2019-10-08,0550,A,80,6.0NRT,286.7,11.2,N
9.387,-64.537,305.1,1.1,1,2019-10-08,0550,A,63,6.0NRT,286.5,6.6,N
9.38,-64.534,304,1.1,1,2019-10-08,0550,A,58,6.0NRT,286.1,6.2,N
9.379,-64.524,324.6,1.1,1,2019-10-08,0550,A,100,6.0NRT,286.8,25.7,N
9.377,-64.514,312.5,1.1,1,2019-10-08,0550,A,85,6.0NRT,286.8,12.5,N
9.281,-64.041,302.2,1.1,1,2019-10-08,0550,A,48,6.0NRT,283.4,4.8,N
9.227,-64.058,306.8,1.1,1,2019-10-08,0550,A,69,6.0NRT,284.2,7.7,N
9.236,-64.299,367.1,1.1,1,2019-10-08,0550,A,100,6.0NRT,285.8,119.2,N
9.235,-64.29,309.9,1.1,1,2019-10-08,0550,A,79,6.0NRT,285.7,9.5,N
11.737,-70.194,358.1,1,1,2019-10-08,1515,T,75,6.0NRT,305.4,65,D
11.303,-69.004,322.2,1,1,2019-10-08,1515,T,34,6.0NRT,302.1,11.5,D
10.082,-64.867,315.4,1.8,1.3,2019-10-08,1515,T,37,6.0NRT,282.5,15.8,D
10.356,-67.029,308.1,1.2,1.1,2019-10-08,1515,T,46,6.0NRT,282.3,7.6,D
10.351,-66.996,306.6,1.2,1.1,2019-10-08,1515,T,48,6.0NRT,281.8,6.8,D
10.439,-68.898,309.1,1,1,2019-10-08,1515,T,17,6.0NRT,288.2,5.1,D
10.251,-68.02,312.8,1.1,1.1,2019-10-08,1515,T,30,6.0NRT,287.3,8.1,D
10.223,-67.963,312.6,1.1,1.1,2019-10-08,1515,T,36,6.0NRT,288.4,7.1,D
10.215,-68.324,312.7,1.1,1,2019-10-08,1515,T,65,6.0NRT,291.6,7.6,D
10.039,-67.491,310.7,1.2,1.1,2019-10-08,1515,T,19,6.0NRT,284,6.1,D
10.15,-68.394,313.1,1.1,1,2019-10-08,1515,T,65,6.0NRT,291.7,7.3,D
10.175,-69.909,325.8,1,1,2019-10-08,1515,T,78,6.0NRT,301.4,13.2,D
9.196,-69.275,312.8,1,1,2019-10-08,1515,T,0,6.0NRT,290.4,6.9,D
9.187,-69.276,314.5,1,1,2019-10-08,1515,T,62,6.0NRT,290.2,8.3,D
9.311,-70.613,318.3,1,1,2019-10-08,1515,T,28,6.0NRT,296.6,7.9,D
9.31,-70.604,318.1,1,1,2019-10-08,1515,T,30,6.0NRT,296.1,7.3,D
8.767,-70.109,317.7,1,1,2019-10-08,1515,T,73,6.0NRT,297.2,9,D
9.001,-71.911,316.6,1.1,1,2019-10-08,1515,T,42,6.0NRT,293.1,6.2,D
8.347,-70.568,316.8,1,1,2019-10-08,1515,T,39,6.0NRT,292.7,6.9,D
8.221,-72.255,320,1.1,1,2019-10-08,1515,T,49,6.0NRT,300.8,8.7,D
8.031,-72.259,317.1,1.1,1,2019-10-08,1515,T,70,6.0NRT,297.8,9.7,D
19.837,-71.468,316.8,1.3,1.1,2019-10-08,1510,T,27,6.0NRT,299.3,7.8,D
18.518,-71.048,319.3,1.2,1.1,2019-10-08,1510,T,68,6.0NRT,301.5,8.7,D
18.437,-70.889,323.7,1.2,1.1,2019-10-08,1510,T,75,6.0NRT,304.2,9.6,D
33.349,-86.895,316.4,1.1,1,2019-10-08,1645,T,73,6.0NRT,296.6,12,D
33.218,-94.223,309.2,1.5,1.2,2019-10-08,1645,T,62,6.0NRT,294.5,12.3,D
33.225,-94.213,305.2,1.5,1.2,2019-10-08,1645,T,44,6.0NRT,295,7.2,D
33.269,-95.678,314.3,1.9,1.3,2019-10-08,1645,T,69,6.0NRT,296.9,22.4,D
31.4,-83.252,311.2,1.9,1.3,2019-10-08,1645,T,34,6.0NRT,293,11.6,D
31.919,-86.551,311.6,1.2,1.1,2019-10-08,1645,T,58,6.0NRT,295.6,7.4,D
30.975,-84.974,319.5,1.5,1.2,2019-10-08,1645,T,46,6.0NRT,301.5,14.8,D
31.657,-89.174,310,1,1,2019-10-08,1645,T,33,6.0NRT,297,5.3,D
32.231,-93.969,314.7,1.4,1.2,2019-10-08,1645,T,71,6.0NRT,295.4,17.6,D
32.23,-93.955,305.8,1.4,1.2,2019-10-08,1645,T,36,6.0NRT,293.9,6.9,D
32.221,-93.971,309.9,1.4,1.2,2019-10-08,1645,T,51,6.0NRT,294.6,11.1,D
32.074,-93.661,306,1.3,1.1,2019-10-08,1645,T,53,6.0NRT,294.4,7.4,D
31.148,-87.984,313.4,1.1,1,2019-10-08,1645,T,48,6.0NRT,297.6,8.1,D
30.94,-88.018,310.2,1.1,1,2019-10-08,1645,T,50,6.0NRT,297.1,5.9,D
30.938,-88.007,310.6,1.1,1,2019-10-08,1645,T,51,6.0NRT,296.6,6.3,D
31.645,-94.757,320,1.5,1.2,2019-10-08,1645,T,42,6.0NRT,295.6,25.2,D
